topic,feature,description,source_file,wave
health,ph059d7,Use of aids: a personal alarm,sharew9_rel9-0-0_ph.sav,w9
health,ph059d8,Use of aids: bars/grabs/rails,sharew9_rel9-0-0_ph.sav,w9
health,ph059d9,Use of aids: raised toilet seat,sharew9_rel9-0-0_ph.sav,w9
health,ph059d10,Use of aids: incontinence pads,sharew9_rel9-0-0_ph.sav,w9
health,ph059dno,Use of aids: none of these,sharew9_rel9-0-0_ph.sav,w9
health,ph059dot,Use of aids: other,sharew9_rel9-0-0_ph.sav,w9
health,ph061_,Health problem that limits paid work,sharew9_rel9-0-0_ph.sav,w9
health,ph065_,Check: lost weight,sharew9_rel9-0-0_ph.sav,w9
health,ph066_,Reason lost weight,sharew9_rel9-0-0_ph.sav,w9
health,ph071_1,How many heart attacks since last interview,sharew9_rel9-0-0_ph.sav,w9
health,ph071_2,How many strokes/diagnosed cerebral vascular disease since last interview,sharew9_rel9-0-0_ph.sav,w9
health,ph071_3,How often diagnosed with cancer since last interview,sharew9_rel9-0-0_ph.sav,w9
health,ph071_4,How often suffered a hip fracture since last interview,sharew9_rel9-0-0_ph.sav,w9
health,ph072_1,Had a heart attack since last interview,sharew9_rel9-0-0_ph.sav,w9
health,ph072_2,Had a stroke/diagnosed with cerebral vascular disease since last interview,sharew9_rel9-0-0_ph.sav,w9
health,ph072_3,Been diagnosed with cancer since last interview,sharew9_rel9-0-0_ph.sav,w9
health,ph072_4,Suffered a hip fracture since last interview,sharew9_rel9-0-0_ph.sav,w9
health,ph076_1,Year most recent condition: heart atttack,sharew9_rel9-0-0_ph.sav,w9
health,ph076_2,Year most recent condition: stroke/cerebral vascular disease,sharew9_rel9-0-0_ph.sav,w9
health,ph076_3,Year most recent condition: cancer,sharew9_rel9-0-0_ph.sav,w9
health,ph076_4,Year most recent condition: hip fracture,sharew9_rel9-0-0_ph.sav,w9
health,ph077_1,Month most recent condition: heart atttack,sharew9_rel9-0-0_ph.sav,w9
health,ph077_2,Month most recent condition: stroke/cerebral vascular disease,sharew9_rel9-0-0_ph.sav,w9
health,ph077_3,Month most recent condition: cancer,sharew9_rel9-0-0_ph.sav,w9
health,ph077_4,Month most recent condition: hip fracture,sharew9_rel9-0-0_ph.sav,w9
health,ph080d1,Cancer in which organs: brain,sharew9_rel9-0-0_ph.sav,w9
health,ph080d2,Cancer in which organs: oral cavity,sharew9_rel9-0-0_ph.sav,w9
health,ph080d3,Cancer in which organs: larynx,sharew9_rel9-0-0_ph.sav,w9
health,ph080d4,Cancer in which organs: other pharynx,sharew9_rel9-0-0_ph.sav,w9
health,ph080d5,Cancer in which organs: thyroid,sharew9_rel9-0-0_ph.sav,w9
health,ph080d6,Cancer in which organs: lung,sharew9_rel9-0-0_ph.sav,w9
health,ph080d7,Cancer in which organs: breast,sharew9_rel9-0-0_ph.sav,w9
health,ph080d8,Cancer in which organs: oesophagus,sharew9_rel9-0-0_ph.sav,w9
health,ph080d9,Cancer in which organs: stomach,sharew9_rel9-0-0_ph.sav,w9
health,ph080d10,Cancer in which organs: liver,sharew9_rel9-0-0_ph.sav,w9
health,ph080d11,Cancer in which organs: pancreas,sharew9_rel9-0-0_ph.sav,w9
health,ph080d12,Cancer in which organs: kidney,sharew9_rel9-0-0_ph.sav,w9
health,ph080d13,Cancer in which organs: prostate,sharew9_rel9-0-0_ph.sav,w9
health,ph080d14,Cancer in which organs: testicle,sharew9_rel9-0-0_ph.sav,w9
health,ph080d15,Cancer in which organs: ovary,sharew9_rel9-0-0_ph.sav,w9
health,ph080d16,Cancer in which organs: cervix,sharew9_rel9-0-0_ph.sav,w9
health,ph080d17,Cancer in which organs: endometrium,sharew9_rel9-0-0_ph.sav,w9
health,ph080d18,Cancer in which organs: colon or rectum,sharew9_rel9-0-0_ph.sav,w9
health,ph080d19,Cancer in which organs: bladder,sharew9_rel9-0-0_ph.sav,w9
health,ph080d20,Cancer in which organs: skin,sharew9_rel9-0-0_ph.sav,w9
health,ph080d21,Cancer in which organs: lymphoma,sharew9_rel9-0-0_ph.sav,w9
health,ph080d22,Cancer in which organs: leukaemia,sharew9_rel9-0-0_ph.sav,w9
health,ph080dot,Cancer in which organs: other,sharew9_rel9-0-0_ph.sav,w9
health,ph082_,At least taking 5 different drugs a typical day,sharew9_rel9-0-0_ph.sav,w9
health,ph084_,Troubled with pain,sharew9_rel9-0-0_ph.sav,w9
health,ph085_,Level of pain,sharew9_rel9-0-0_ph.sav,w9
health,ph087d1,Pain location: back,sharew9_rel9-0-0_ph.sav,w9
health,ph087d2,Pain location: hips,sharew9_rel9-0-0_ph.sav,w9
health,ph087d3,Pain location: knees,sharew9_rel9-0-0_ph.sav,w9
health,ph087d4,Pain location: other joints,sharew9_rel9-0-0_ph.sav,w9
health,ph087d5,Pain location: mouth/teeth,sharew9_rel9-0-0_ph.sav,w9
health,ph087d6,Pain location: other parts of the body but not joints,sharew9_rel9-0-0_ph.sav,w9
health,ph087d7,Pain location: all over,sharew9_rel9-0-0_ph.sav,w9
health,ph089d1,Bothered by frailty: falling down,sharew9_rel9-0-0_ph.sav,w9
health,ph089d2,Bothered by frailty: fear of falling down,sharew9_rel9-0-0_ph.sav,w9
health,ph089d3,"Bothered by frailty: dizziness, faints or blackouts",sharew9_rel9-0-0_ph.sav,w9
health,ph089d4,Bothered by frailty: fatigue,sharew9_rel9-0-0_ph.sav,w9
health,ph089dno,Bothered by frailty: none,sharew9_rel9-0-0_ph.sav,w9
health,ph095_,How much loss of weight (in kg),sharew9_rel9-0-0_ph.sav,w9
health,ph690d1,Type of glases/contact lenses: bifocal/progressive,sharew9_rel9-0-0_ph.sav,w9
health,ph690d2,Type of glases/contact lenses: reading (single vision glasses),sharew9_rel9-0-0_ph.sav,w9
health,ph690d3,Type of glases/contact lenses: distance (single vision glasses),sharew9_rel9-0-0_ph.sav,w9
health,ph690d4,Type of glases/contact lenses: other,sharew9_rel9-0-0_ph.sav,w9
health,ph745_,Have hearing aid,sharew9_rel9-0-0_ph.sav,w9
health,exrate,Exchange rate 1 euro,sharew9_rel9-0-0_hc.sav,w9
health,hc010_,Seen a dentist/dental hygienist in the last 12 months,sharew9_rel9-0-0_hc.sav,w9
health,hc012_,Stayed over night in hospital last 12 months,sharew9_rel9-0-0_hc.sav,w9
health,hc013_,Times being patient in hospital,sharew9_rel9-0-0_hc.sav,w9
health,hc014_,Total nights stayed in hospital,sharew9_rel9-0-0_hc.sav,w9
health,hc029_,In a nursing home during last 12 months,sharew9_rel9-0-0_hc.sav,w9
health,hc031_,Weeks stayed in a nursing home,sharew9_rel9-0-0_hc.sav,w9
health,hc033_,Weeks received professional nursing care,sharew9_rel9-0-0_hc.sav,w9
health,hc034_,Hours received professional nursing care,sharew9_rel9-0-0_hc.sav,w9
health,hc035_,Weeks received paid domestic help,sharew9_rel9-0-0_hc.sav,w9
health,hc036_,Hours received paid domestic help,sharew9_rel9-0-0_hc.sav,w9
health,hc037_,Weeks received meals-on-wheels,sharew9_rel9-0-0_hc.sav,w9
health,hc063_,Who answered the questions in hc,sharew9_rel9-0-0_hc.sav,w9
health,hc064_,In other institutions last 12 months,sharew9_rel9-0-0_hc.sav,w9
health,hc066_,Total nights stayed in other institutions,sharew9_rel9-0-0_hc.sav,w9
health,hc097e,Amount payed overall for nursing home stays last 12 months,sharew9_rel9-0-0_hc.sav,w9
health,hc097ub,Amount payed for stay in nursing home stays last 12 months ub,sharew9_rel9-0-0_hc.sav,w9
health,hc097v1,Bracket value 1,sharew9_rel9-0-0_hc.sav,w9
health,hc097v2,Bracket value 2,sharew9_rel9-0-0_hc.sav,w9
health,hc097v3,Bracket value 3,sharew9_rel9-0-0_hc.sav,w9
health,hc113_,Has supplementary health insurance,sharew9_rel9-0-0_hc.sav,w9
health,hc116d1,Long-term care insurances: public (country deviations!),sharew9_rel9-0-0_hc.sav,w9
health,hc116d2,Long-term care insurances: private mandatory (country deviations!),sharew9_rel9-0-0_hc.sav,w9
health,hc116d3,Long-term care insurances: private voluntary/supplementary (country deviations!),sharew9_rel9-0-0_hc.sav,w9
health,hc116dno,Long-term care insurances: none of these (country deviations!),sharew9_rel9-0-0_hc.sav,w9
health,hc125_,Satisfaction with own coverage in basic health insurance/national health system,sharew9_rel9-0-0_hc.sav,w9
health,hc127d1,Received professional services: help with personal care in own home,sharew9_rel9-0-0_hc.sav,w9
health,hc127d2,Received professional services: help with domestic tasks in own home,sharew9_rel9-0-0_hc.sav,w9
health,hc127d3,Received professional services: meals-on-wheels,sharew9_rel9-0-0_hc.sav,w9
health,hc127d4,Received professional services: help with other activies,sharew9_rel9-0-0_hc.sav,w9
health,hc127dno,Received professional services: none of these,sharew9_rel9-0-0_hc.sav,w9
health,hc602_,Times talked to medical doctor/nurse about your health last 12 months,sharew9_rel9-0-0_hc.sav,w9
health,hc696_,Payed anything yourself for nursing home stays last 12 months,sharew9_rel9-0-0_hc.sav,w9
health,hc751_,Certified nurse,sharew9_rel9-0-0_hc.sav,w9
health,hc841d1,Forgo care due to cost: general practitioner,sharew9_rel9-0-0_hc.sav,w9
health,hc841d2,Forgo care due to cost: specialist physician,sharew9_rel9-0-0_hc.sav,w9
health,hc841d3,Forgo care due to cost: drugs,sharew9_rel9-0-0_hc.sav,w9
health,hc841d4,Forgo care due to cost: dental care,sharew9_rel9-0-0_hc.sav,w9
health,hc841d5,Forgo care due to cost: optical care,sharew9_rel9-0-0_hc.sav,w9
health,hc841d6,Forgo care due to cost: home care,sharew9_rel9-0-0_hc.sav,w9
health,hc841d7,Forgo care due to cost: paid home help,sharew9_rel9-0-0_hc.sav,w9
health,hc841dno,Forgo care due to cost: none of these,sharew9_rel9-0-0_hc.sav,w9
health,hc841dot,Forgo care due to cost: other,sharew9_rel9-0-0_hc.sav,w9
health,hc843d1,Forgo care due to unavailability: general practitioner,sharew9_rel9-0-0_hc.sav,w9
health,hc843d2,Forgo care due to unavailability: specialist physician,sharew9_rel9-0-0_hc.sav,w9
health,hc843d3,Forgo care due to unavailability: drugs,sharew9_rel9-0-0_hc.sav,w9
health,hc843d4,Forgo care due to unavailability: dental care,sharew9_rel9-0-0_hc.sav,w9
health,hc843d5,Forgo care due to unavailability: optical care,sharew9_rel9-0-0_hc.sav,w9
health,hc843d6,Forgo care due to unavailability: home care,sharew9_rel9-0-0_hc.sav,w9
health,hc843d7,Forgo care due to unavailability: paid home help,sharew9_rel9-0-0_hc.sav,w9
health,hc843dno,Forgo care due to unavailability: none of these,sharew9_rel9-0-0_hc.sav,w9
health,hc843dot,Forgo care due to unavailability: other,sharew9_rel9-0-0_hc.sav,w9
health,hc876_,Contacts general practitioner,sharew9_rel9-0-0_hc.sav,w9
health,hc877_,Contacts specialist,sharew9_rel9-0-0_hc.sav,w9
health,hc884_,Flu vaccination,sharew9_rel9-0-0_hc.sav,w9
health,hc885_,Eye exam,sharew9_rel9-0-0_hc.sav,w9
health,hc886_,Mammogram,sharew9_rel9-0-0_hc.sav,w9
health,hc887_,Colon cancer screening,sharew9_rel9-0-0_hc.sav,w9
health,hc888_,Hospitalisation: planned or emergency,sharew9_rel9-0-0_hc.sav,w9
health,hc889_,Health literacy: how often help needed,sharew9_rel9-0-0_hc.sav,w9
health,hc890_,Hospitalisations: planned or emergency,sharew9_rel9-0-0_hc.sav,w9
demographics,hhid9,Household identifier (wave 9),sharew9_rel9-0-0_ch.sav,w9
demographics,mergeidp9,Partner identifier (wave 9),sharew9_rel9-0-0_ch.sav,w9
demographics,coupleid9,Couple identifier (wave 9),sharew9_rel9-0-0_ch.sav,w9
demographics,country,Country identifier,sharew9_rel9-0-0_ch.sav,w9
demographics,language,Language of questionnaire,sharew9_rel9-0-0_ch.sav,w9
demographics,waveid,Identifier of original wave (person),sharew9_rel9-0-0_cv_r.sav,w9
demographics,waveid_hh,Identifier of original wave (household),sharew9_rel9-0-0_cv_r.sav,w9
demographics,firstwave,First appearance of person in SHARE,sharew9_rel9-0-0_cv_r.sav,w9
demographics,firstwave_hh,Wave household was sampled/first participated,sharew9_rel9-0-0_cv_r.sav,w9
demographics,cvresp,Coverscreen respondent,sharew9_rel9-0-0_cv_r.sav,w9
demographics,deceased,Deceased,sharew9_rel9-0-0_cv_r.sav,w9
demographics,gender,Male or female,sharew9_rel9-0-0_cv_r.sav,w9
demographics,mobirth,Month of birth,sharew9_rel9-0-0_cv_r.sav,w9
demographics,yrbirth,Year of birth,sharew9_rel9-0-0_cv_r.sav,w9
demographics,age2022,Age in 2022,sharew9_rel9-0-0_cv_r.sav,w9
demographics,age_int,Age of respondent at the time of interview,sharew9_rel9-0-0_cv_r.sav,w9
demographics,mobirthp,Month of birth spouse/partner,sharew9_rel9-0-0_cv_r.sav,w9
demographics,yrbirthp,Year of birth spouse/partner,sharew9_rel9-0-0_cv_r.sav,w9
demographics,agep2022,Age of partner in 2022,sharew9_rel9-0-0_cv_r.sav,w9
demographics,partnerinhh,Partner in household,sharew9_rel9-0-0_cv_r.sav,w9
demographics,relrpers,Relation to coverscreen respondent,sharew9_rel9-0-0_cv_r.sav,w9
demographics,hhsize,Household size,sharew9_rel9-0-0_cv_r.sav,w9
demographics,fam_resp,Family respondent,sharew9_rel9-0-0_cv_r.sav,w9
demographics,fin_resp,Financial respondent,sharew9_rel9-0-0_cv_r.sav,w9
demographics,hou_resp,Household respondent,sharew9_rel9-0-0_cv_r.sav,w9
demographics,ILgroup,Population group (Israel only),sharew9_rel9-0-0_cv_r.sav,w9
demographics,interview,Interview done in wave 9,sharew9_rel9-0-0_cv_r.sav,w9
demographics,int_year,Interview year,sharew9_rel9-0-0_cv_r.sav,w9
demographics,int_month,Interview month,sharew9_rel9-0-0_cv_r.sav,w9
demographics,hhmoved,Household moved,sharew9_rel9-0-0_cv_r.sav,w9
demographics,rel_mergeid9_1,Household member identifier (wave 9),sharew9_rel9-0-0_cv_r.sav,w9
demographics,rel_relationtype9_1,Relation to household member (wave 9),sharew9_rel9-0-0_cv_r.sav,w9
demographics,rel_mergeid9_2,Household member identifier (wave 9),sharew9_rel9-0-0_cv_r.sav,w9
demographics,rel_relationtype9_2,Relation to household member (wave 9),sharew9_rel9-0-0_cv_r.sav,w9
demographics,rel_mergeid9_3,Household member identifier (wave 9),sharew9_rel9-0-0_cv_r.sav,w9
demographics,rel_relationtype9_3,Relation to household member (wave 9),sharew9_rel9-0-0_cv_r.sav,w9
demographics,rel_mergeid9_4,Household member identifier (wave 9),sharew9_rel9-0-0_cv_r.sav,w9
demographics,rel_relationtype9_4,Relation to household member (wave 9),sharew9_rel9-0-0_cv_r.sav,w9
demographics,rel_mergeid9_5,Household member identifier (wave 9),sharew9_rel9-0-0_cv_r.sav,w9
demographics,rel_relationtype9_5,Relation to household member (wave 9),sharew9_rel9-0-0_cv_r.sav,w9
demographics,rel_mergeid9_6,Household member identifier (wave 9),sharew9_rel9-0-0_cv_r.sav,w9
demographics,rel_relationtype9_6,Relation to household member (wave 9),sharew9_rel9-0-0_cv_r.sav,w9
demographics,rel_mergeid9_7,Household member identifier (wave 9),sharew9_rel9-0-0_cv_r.sav,w9
demographics,rel_relationtype9_7,Relation to household member (wave 9),sharew9_rel9-0-0_cv_r.sav,w9
demographics,rel_mergeid9_8,Household member identifier (wave 9),sharew9_rel9-0-0_cv_r.sav,w9
demographics,rel_relationtype9_8,Relation to household member (wave 9),sharew9_rel9-0-0_cv_r.sav,w9
demographics,rel_mergeid9_9,Household member identifier (wave 9),sharew9_rel9-0-0_cv_r.sav,w9
demographics,rel_relationtype9_9,Relation to household member (wave 9),sharew9_rel9-0-0_cv_r.sav,w9
demographics,br001_,Ever smoked daily,sharew9_rel9-0-0_br.sav,w9
demographics,br002_,Smoke at the present time,sharew9_rel9-0-0_br.sav,w9
demographics,br003_,How many years smoked,sharew9_rel9-0-0_br.sav,w9
demographics,br005d1,Do or did smoke: cigarettes,sharew9_rel9-0-0_br.sav,w9
demographics,br005d2,Do or did smoke: pipe,sharew9_rel9-0-0_br.sav,w9
demographics,br005d3,Do or did smoke: cigars or cigarillos,sharew9_rel9-0-0_br.sav,w9
demographics,br005d4,Do or did smoke: e-cigarettes with nicotine solution,sharew9_rel9-0-0_br.sav,w9
demographics,br006_,Average amount of cigarettes per day,sharew9_rel9-0-0_br.sav,w9
demographics,br015_,Sports or activities that are vigorous,sharew9_rel9-0-0_br.sav,w9
demographics,br016_,Activities requiring a moderate level of energy,sharew9_rel9-0-0_br.sav,w9
demographics,br017_,Who answered the questions in br,sharew9_rel9-0-0_br.sav,w9
demographics,br026_,How often serving of dairy products,sharew9_rel9-0-0_br.sav,w9
demographics,br027_,How often serving of legumes or eggs,sharew9_rel9-0-0_br.sav,w9
demographics,br028_,"How often serving of meat, fish or chicken",sharew9_rel9-0-0_br.sav,w9
demographics,br029_,How often serving of fruits or vegetables,sharew9_rel9-0-0_br.sav,w9
demographics,br033_,"Not eating meat, fish or chicken more often because ...",sharew9_rel9-0-0_br.sav,w9
demographics,br039_,At least one alcoholic beverage the last 7 days,sharew9_rel9-0-0_br.sav,w9
demographics,br040_,Units of alcoholic beverage the last seven days,sharew9_rel9-0-0_br.sav,w9
demographics,br623_,How often 6 or more drinks the last 3 months,sharew9_rel9-0-0_br.sav,w9
demographics,sn002a_1,Any more persons with whom you often discuss: sn person 1,sharew9_rel9-0-0_sn.sav,w9
demographics,sn002a_2,Any more persons with whom you often discuss: sn person 2,sharew9_rel9-0-0_sn.sav,w9
demographics,sn002a_3,Any more persons with whom you often discuss: sn person 3,sharew9_rel9-0-0_sn.sav,w9
demographics,sn002a_4,Any more persons with whom you often discuss: sn person 4,sharew9_rel9-0-0_sn.sav,w9
demographics,sn002a_5,Any more persons with whom you often discuss: sn person 5,sharew9_rel9-0-0_sn.sav,w9
demographics,sn002a_6,Any more persons with whom you often discuss: sn person 6,sharew9_rel9-0-0_sn.sav,w9
demographics,sn002a_7,Any more persons with whom you often discuss: sn person 7,sharew9_rel9-0-0_sn.sav,w9
demographics,sn003a_,Anyone else very important,sharew9_rel9-0-0_sn.sav,w9
demographics,sn005_1,Network relationship: sn person 1,sharew9_rel9-0-0_sn.sav,w9
demographics,sn005_2,Network relationship: sn person 2,sharew9_rel9-0-0_sn.sav,w9
demographics,sn005_3,Network relationship: sn person 3,sharew9_rel9-0-0_sn.sav,w9
demographics,sn005_4,Network relationship: sn person 4,sharew9_rel9-0-0_sn.sav,w9
demographics,sn005_5,Network relationship: sn person 5,sharew9_rel9-0-0_sn.sav,w9
demographics,sn005_6,Network relationship: sn person 6,sharew9_rel9-0-0_sn.sav,w9
demographics,sn005_7,Network relationship: sn person 7,sharew9_rel9-0-0_sn.sav,w9
demographics,sn005a_1,Network person gender: sn person 1,sharew9_rel9-0-0_sn.sav,w9
demographics,sn005a_2,Network person gender: sn person 2,sharew9_rel9-0-0_sn.sav,w9
demographics,sn005a_3,Network person gender: sn person 3,sharew9_rel9-0-0_sn.sav,w9
demographics,sn005a_4,Network person gender: sn person 4,sharew9_rel9-0-0_sn.sav,w9
demographics,sn005a_5,Network person gender: sn person 5,sharew9_rel9-0-0_sn.sav,w9
demographics,sn005a_6,Network person gender: sn person 6,sharew9_rel9-0-0_sn.sav,w9
demographics,sn005a_7,Network person gender: sn person 7,sharew9_rel9-0-0_sn.sav,w9
demographics,sn006_1,Network proximity: sn person 1,sharew9_rel9-0-0_sn.sav,w9
demographics,sn006_2,Network proximity: sn person 2,sharew9_rel9-0-0_sn.sav,w9
demographics,sn006_3,Network proximity: sn person 3,sharew9_rel9-0-0_sn.sav,w9
demographics,sn006_4,Network proximity: sn person 4,sharew9_rel9-0-0_sn.sav,w9
demographics,sn006_5,Network proximity: sn person 5,sharew9_rel9-0-0_sn.sav,w9
demographics,sn006_6,Network proximity: sn person 6,sharew9_rel9-0-0_sn.sav,w9
demographics,sn006_7,Network proximity: sn person 7,sharew9_rel9-0-0_sn.sav,w9
demographics,sn007_1,Network contact: sn person 1,sharew9_rel9-0-0_sn.sav,w9
demographics,sn007_2,Network contact: sn person 2,sharew9_rel9-0-0_sn.sav,w9
demographics,sn007_3,Network contact: sn person 3,sharew9_rel9-0-0_sn.sav,w9
demographics,sn007_4,Network contact: sn person 4,sharew9_rel9-0-0_sn.sav,w9
demographics,sn007_5,Network contact: sn person 5,sharew9_rel9-0-0_sn.sav,w9
demographics,sn007_6,Network contact: sn person 6,sharew9_rel9-0-0_sn.sav,w9
demographics,sn007_7,Network contact: sn person 7,sharew9_rel9-0-0_sn.sav,w9
demographics,sn009_1,Network closeness: sn person 1,sharew9_rel9-0-0_sn.sav,w9
demographics,sn009_2,Network closeness: sn person 2,sharew9_rel9-0-0_sn.sav,w9
demographics,sn009_3,Network closeness: sn person 3,sharew9_rel9-0-0_sn.sav,w9
demographics,sn009_4,Network closeness: sn person 4,sharew9_rel9-0-0_sn.sav,w9
demographics,sn009_5,Network closeness: sn person 5,sharew9_rel9-0-0_sn.sav,w9
demographics,sn009_6,Network closeness: sn person 6,sharew9_rel9-0-0_sn.sav,w9
demographics,sn009_7,Network closeness: sn person 7,sharew9_rel9-0-0_sn.sav,w9
demographics,sn012_,Network satisfaction,sharew9_rel9-0-0_sn.sav,w9
demographics,sn014_,Privacy SN,sharew9_rel9-0-0_sn.sav,w9
demographics,sn015d1,Who was present: respondent alone,sharew9_rel9-0-0_sn.sav,w9
demographics,sn015d2,Who was present: partner present,sharew9_rel9-0-0_sn.sav,w9
demographics,sn015d3,Who was present: child(ren) present,sharew9_rel9-0-0_sn.sav,w9
demographics,sn015dot,Who was present: other(s),sharew9_rel9-0-0_sn.sav,w9
demographics,sn017_,Empty network satisfaction,sharew9_rel9-0-0_sn.sav,w9
